date,volume,high,low,adj_close,close,open
2/10/20,1699054266,3352.26,3317.77,3352.09,3352.09,3318.28
2/11/20,1863190856,3375.63,3352.72,3357.75,3357.75,3365.87
2/12/20,1988016252,3381.47,3369.72,3379.45,3379.45,3370.5
2/13/20,1886207698,3385.09,3360.52,3373.94,3373.94,3365.9
2/14/20,1648157072,3380.69,3366.15,3380.16,3380.16,3378.08
2/18/20,1865392416,3375.01,3355.61,3370.29,3370.29,3369.04
2/19/20,1711946279,3393.52,3378.83,3386.15,3386.15,3380.39
2/20/20,2016548341,3389.15,3341.02,3373.23,3373.23,3380.45
2/21/20,2104700857,3360.76,3328.45,3337.75,3337.75,3360.5
2/24/20,2717348399,3259.81,3214.65,3225.89,3225.89,3257.61
2/25/20,3132889940,3246.99,3118.77,3128.21,3128.21,3238.94
2/26/20,2968588783,3182.51,3108.99,3116.39,3116.39,3139.9
2/27/20,3907715268,3097.07,2977.39,2978.76,2978.76,3062.54
2/28/20,810394856,2959.72,2855.84,2954.22,2954.22,2916.9
3/2/20,3790004908,3090.96,2945.19,3090.23,3090.23,2974.28
3/3/20,3871212179,3136.72,2976.63,3003.37,3003.37,3096.46
3/4/20,3035495588,3130.97,3034.38,3130.12,3130.12,3045.75
3/5/20,3220527880,3083.04,2999.83,3023.94,3023.94,3075.7
3/6/20,3900143283,2985.93,2901.54,2972.37,2972.37,2954.2
3/9/20,411096782,2863.89,2734.43,2746.56,2746.56,2863.89
3/10/20,51045026,2882.59,2734,2882.23,2882.23,2813.48
3/11/20,4241642899,2825.6,2732.28,2741.38,2741.38,2825.6
3/12/20,923666485,2660.95,2478.86,2480.64,2480.64,2630.86
3/13/20,600445640,2711.33,2492.37,2711.02,2711.02,2569.99
3/16/20,356016088,2562.98,2380.94,2386.13,2386.13,2508.59
3/17/20,531383889,2553.93,2367.04,2529.19,2529.19,2425.66
3/18/20,901816472,2453.57,2280.52,2398.1,2398.1,2436.5
3/19/20,262777088,2466.97,2319.78,2409.39,2409.39,2393.48
3/20/20,969130335,2453.01,2295.56,2304.92,2304.92,2431.94
3/23/20,322111135,2300.73,2191.86,2237.4,2237.4,2290.71
3/24/20,423902811,2449.71,2344.44,2447.33,2447.33,2344.44
3/25/20,586234103,2571.42,2407.53,2475.56,2475.56,2457.77
3/26/20,45919738,2637.01,2500.72,2630.07,2630.07,2501.29
3/27/20,3590712059,2615.91,2520.02,2541.47,2541.47,2555.87
3/30/20,3370871942,2631.8,2545.28,2626.65,2626.65,2558.98
3/31/20,3991878975,2641.39,2571.15,2584.59,2584.59,2614.69
4/1/20,3666502398,2522.75,2447.49,2470.5,2470.5,2498.08
4/2/20,3870184448,2533.22,2455.79,2526.9,2526.9,2458.54
4/3/20,3593003494,2538.18,2459.96,2488.65,2488.65,2514.92
4/6/20,4022970312,2676.85,2574.57,2663.68,2663.68,2578.28
4/7/20,4218972836,2756.89,2657.67,2659.41,2659.41,2738.65
4/8/20,3343867617,2760.75,2663.3,2749.98,2749.98,2685
4/9/20,64335301,2818.57,2762.36,2789.82,2789.82,2776.99
4/13/20,2900380791,2782.46,2721.17,2761.63,2761.63,2782.46
4/14/20,3113388741,2851.85,2805.1,2846.06,2846.06,2805.1
4/15/20,3123468178,2801.88,2761.54,2783.36,2783.36,2795.64
4/16/20,3185793737,2806.51,2764.32,2799.55,2799.55,2799.34
4/17/20,3554592893,2879.22,2830.88,2874.56,2874.56,2842.43
4/20/20,2935031893,2868.98,2820.43,2823.16,2823.16,2845.62
4/21/20,3096009723,2785.54,2727.1,2736.56,2736.56,2784.81
4/22/20,2779868449,2815.1,2775.95,2799.31,2799.31,2787.89
4/23/20,2919383742,2844.9,2794.26,2797.8,2797.8,2810.42
4/24/20,2882793416,2842.71,2791.76,2836.74,2836.74,2812.64
4/27/20,2795944244,2887.72,2852.89,2878.48,2878.48,2854.65
4/28/20,3237748798,2921.15,2860.71,2863.39,2863.39,2909.96
4/29/20,3862944848,2954.86,2912.16,2939.51,2939.51,2918.46
4/30/20,3721235517,2930.91,2892.47,2912.43,2912.43,2930.91
5/1/20,2914265069,2869.09,2821.9,2830.71,2830.71,2869.09
5/4/20,2877617866,2844.24,2797.85,2842.74,2842.74,2815.01
5/5/20,2974283010,2898.23,2863.55,2868.44,2868.44,2868.88
5/6/20,2855444097,2891.11,2847.65,2848.42,2848.42,2883.14
5/7/20,2831489254,2901.92,2876.48,2881.19,2881.19,2878.26
5/8/20,2617877855,2932.16,2902.88,2929.8,2929.8,2908.83
5/11/20,2609806690,2944.25,2903.44,2930.32,2930.32,2915.46
5/12/20,2668655086,2945.82,2869.59,2870.12,2870.12,2939.5
5/13/20,3551451164,2874.14,2793.15,2820,2820,2865.86
5/14/20,3348510295,2852.8,2766.64,2852.5,2852.5,2794.54
5/15/20,3306748591,2865.01,2816.78,2863.7,2863.7,2829.95
5/18/20,3642081510,2968.09,2913.86,2953.91,2953.91,2913.86
5/19/20,2858250798,2964.21,2922.35,2922.94,2922.94,2948.59
5/20/20,2849677238,2980.29,2953.63,2971.61,2971.61,2953.63
5/21/20,2780244068,2978.5,2938.57,2948.51,2948.51,2969.95
5/22/20,2185305113,2956.76,2933.59,2955.45,2955.45,2948.05
5/26/20,3355998857,3021.72,2988.17,2991.77,2991.77,3004.08
5/27/20,3661742868,3036.25,2969.75,3036.13,3036.13,3015.65
5/28/20,3140297035,3068.67,3023.41,3029.73,3029.73,3046.61
5/29/20,86861591,3049.14,2998.61,3044.31,3044.31,3025.17
6/1/20,2501351434,3062.18,3031.54,3055.73,3055.73,3038.78
6/2/20,2807173294,3081.07,3051.64,3080.82,3080.82,3064.78
6/3/20,3160241158,3130.94,3098.9,3122.87,3122.87,3098.9
6/4/20,3738795746,3128.91,3090.41,3112.35,3112.35,3111.56
6/5/20,500491405,3211.72,3163.84,3193.93,3193.93,3163.84
6/8/20,3698462911,3233.13,3196,3232.39,3232.39,3199.92
6/9/20,3156921516,3222.71,3193.11,3207.18,3207.18,3213.32
6/10/20,3568860875,3223.27,3181.49,3190.14,3190.14,3213.42
6/11/20,4123277874,3123.53,2999.49,3002.1,3002.1,3123.53
6/12/20,3385763024,3088.42,2984.47,3041.31,3041.31,3071.04
6/15/20,3208913333,3079.76,2965.66,3066.59,3066.59,2993.76
6/16/20,3286788794,3153.45,3076.06,3124.74,3124.74,3131
6/17/20,2483191141,3141.16,3108.03,3113.49,3113.49,3136.13
6/18/20,2399667782,3120,3093.51,3115.34,3115.34,3101.64
6/19/20,697809668,3155.53,3083.11,3097.74,3097.74,3140.29
6/22/20,2559744788,3120.92,3079.39,3117.86,3117.86,3094.42
6/23/20,2719245393,3154.9,3127.12,3131.29,3131.29,3138.7
6/24/20,3203219699,3115.01,3032.13,3050.33,3050.33,3114.4
6/25/20,2707762288,3086.25,3024.01,3083.76,3083.76,3046.6
6/26/20,90290800,3073.73,3004.63,3009.05,3009.05,3073.2
6/29/20,2633408640,3053.89,2999.74,3053.24,3053.24,3018.59
6/30/20,2757387711,3111.51,3047.83,3100.29,3100.29,3050.2
